n_alive,new_deaths,cum_deaths,meningitis.n_susceptible,meningitis.n_infected,meningitis.n_recovered,meningitis.n_exposed,meningitis.prevalence,meningitis.new_infections,meningitis.cum_infections,meningitis.rel_sus,meningitis.new_recoveries,meningitis.recovered,meningitis.exposed
9182.0,11.0,807.0,2410.0,2925.0,3189.0,658.0,0.31855804835547813,152.0,17258.0,0.9955723469244372,0.0,0.0,658.0
9173.0,9.0,818.0,2408.0,2944.0,3177.0,644.0,0.3209418946909408,196.0,17454.0,0.9955247959433314,0.0,0.0,644.0
9164.0,9.0,827.0,2414.0,2946.0,3213.0,591.0,0.32147533828022695,198.0,17652.0,0.9954781573477774,0.0,0.0,591.0
9153.0,11.0,836.0,2431.0,2936.0,3160.0,626.0,0.3207691467278488,168.0,17820.0,0.9954339509845432,0.0,0.0,626.0
9143.0,10.0,847.0,2425.0,2939.0,3137.0,642.0,0.32144810237340044,188.0,18008.0,0.9953875039724217,0.0,0.0,642.0
9131.0,12.0,857.0,2425.0,2930.0,3130.0,646.0,0.32088489760157707,185.0,18193.0,0.9953393614576664,0.0,0.0,646.0
9121.0,10.0,869.0,2371.0,2940.0,3145.0,665.0,0.32233307751343054,191.0,18384.0,0.9952934353086736,0.0,0.0,665.0
9111.0,10.0,879.0,2387.0,2974.0,3116.0,634.0,0.32641861486115686,194.0,18578.0,0.9952427718213788,0.0,0.0,634.0
9104.0,7.0,889.0,2366.0,2954.0,3126.0,658.0,0.32447275922671354,200.0,18778.0,0.9951978028420978,0.0,0.0,658.0
9093.0,11.0,896.0,2345.0,2941.0,3202.0,605.0,0.3234356098097438,183.0,18961.0,0.9951538080152111,0.0,0.0,605.0
